family	genus	species	taxid	segment	refseqs
Phenuiviridae	Phlebovirus	Bujaru phlebovirus	1933183	M	NC_033847
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	M	NC_015373
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	L	NC_015374
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	S	NC_015375
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	M	NC_039191
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	L	NC_039192
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	S	NC_039193
Phenuiviridae	Phlebovirus	Razdan virus	1405807	L	NC_022630
Phenuiviridae	Phlebovirus	Razdan virus	1405807	M	NC_022631
Phenuiviridae	Phlebovirus	Razdan virus	1405807	S	NC_022632
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	S	NC_014395
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	M	NC_014396
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	L	NC_014397
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	L	NC_018136
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	S	NC_018137
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	M	NC_018138
Phenuiviridae	Phlebovirus	Salehabad phlebovirus	1933188	L	NC_029127
Phenuiviridae	Phlebovirus	Salehabad phlebovirus	1933188	M	NC_029128
Phenuiviridae	Phlebovirus	Salehabad phlebovirus	1933188	S	NC_029129
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	S	NC_006318
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	L	NC_006319
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	M	NC_006320
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	M	NC_015411
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	L	NC_015412
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	S	NC_015413
Phenuiviridae	Phlebovirus	Tapara virus	1926501	M	NC_033838
Phenuiviridae	Phlebovirus	Tapara virus	1926501	S	NC_033839
Phenuiviridae	Phlebovirus	Tapara virus	1926501	L	NC_033848
Phenuiviridae	Phlebovirus	Toros virus	1764085	L	NC_029903
Phenuiviridae	Phlebovirus	Toros virus	1764085	M	NC_037614
Phenuiviridae	Phlebovirus	Toros virus	1764085	S	NC_037615
Phenuiviridae	Phlebovirus	Uriurana virus	1055750	M	NC_033840
Phenuiviridae	Phlebovirus	Uriurana virus	1055750	L	NC_033849
Phenuiviridae	Phlebovirus	Uriurana virus	1055750	S	NC_033850
Phenuiviridae	Phlebovirus	Urucuri virus	1926502	L	NC_033841
Phenuiviridae	Phlebovirus	Urucuri virus	1926502	M	NC_033842
Phenuiviridae	Phlebovirus	Urucuri virus	1926502	S	NC_033843
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	1933191	L	NC_005214
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	1933191	M	NC_005220
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	1933191	S	NC_005221
Phenuiviridae	Phlebovirus	Zerdali virus	1764086	L	NC_029901
Phenuiviridae	Phlebovirus	Zerdali virus	1764086	M	NC_037612
Phenuiviridae	Phlebovirus	Zerdali virus	1764086	S	NC_037613
Picobirnaviridae	Picobirnavirus	Chicken picobirnavirus	1930304	RNA 1	NC_040438
Picobirnaviridae	Picobirnavirus	Chicken picobirnavirus	1930304	RNA 2	NC_040439
Picobirnaviridae	Picobirnavirus	Human picobirnavirus	145856	1	NC_007026
Picobirnaviridae	Picobirnavirus	Human picobirnavirus	145856	2	NC_007027
Picobirnaviridae	Picobirnavirus	Otarine picobirnavirus	1187973	1	NC_034160
Picobirnaviridae	Picobirnavirus	Otarine picobirnavirus	1187973	2	NC_034161
Picobirnaviridae	Picobirnavirus	Picobirnavirus dog/KNA/2015	1961162	None	NC_035206
Picobirnaviridae	Picobirnavirus	Picobirnavirus green monkey/KNA/2015	1961155	None	NC_034452
Picobirnaviridae	Picobirnavirus	Picobirnavirus sp.	1907787	1	NC_040752
Picobirnaviridae	Picobirnavirus	Picobirnavirus sp.	1907787	2	NC_040753
Picobirnaviridae	Picobirnavirus	Porcine picobirnavirus	442302	L	NC_029801
Picobirnaviridae	Picobirnavirus	Porcine picobirnavirus	442302	S	NC_029802
Picobirnaviridae	Picobirnavirus	Rabbit picobirnavirus	104395	B	NC_038919
Picornaviridae	unknown	Aimelvirus 2	2016448	None	NC_035198
Picornaviridae	unknown	Bat crohivirus	1958776	None	NC_033819
Picornaviridae	unknown	Bat picornavirus 1	1074863	None	NC_015940
Picornaviridae	unknown	Bat picornavirus 2	1074864	None	NC_015941
Picornaviridae	unknown	Bat picornavirus 3	1074865	None	NC_015934
Picornaviridae	unknown	Bovine picornavirus	1564115	None	NC_026249
Picornaviridae	unknown	Chicken orivirus 1	1565990	None	NC_025432
Picornaviridae	unknown	Chicken picornavirus 1	1534544	None	NC_024765
Picornaviridae	unknown	Chicken picornavirus 4	1534547	None	NC_024768
Picornaviridae	unknown	Chicken picornavirus 5	1534548	None	NC_024769
Picornaviridae	unknown	Falcon picornavirus	1964370	None	NC_035779
Picornaviridae	unknown	Feline picornavirus	1108810	None	NC_016156
Picornaviridae	unknown	Fur seal picorna-like virus	2013564	None	NC_035110
Picornaviridae	unknown	Goose picornavirus 1	2079465	None	NC_040684
Picornaviridae	unknown	Lesavirus 1	1603963	None	NC_026315
Picornaviridae	unknown	Lesavirus 2	1603964	None	NC_026316
Picornaviridae	unknown	Pelodiscus sinensis picornavirus 1	2058161	None	NC_040673
Picornaviridae	unknown	Pigeon picornavirus B	928289	None	NC_015626
Picornaviridae	unknown	Quail picornavirus QPV1/HUN/2010	1089138	None	NC_016403
Picornaviridae	unknown	Rhimavirus A	2218594	None	NC_040642
Picornaviridae	unknown	Tortoise rafivirus A	1483681	None	NC_023988
Picornaviridae	unknown	Washington bat picornavirus	1888309	None	NC_030843
Picornaviridae	Aalivirus	Aalivirus A	2169685	None	NC_023985
Picornaviridae	Ampivirus	Ampivirus A	1986960	None	NC_027214
Picornaviridae	Aphthovirus	Bovine rhinitis A virus	1155188	None	NC_038303
Picornaviridae	Aphthovirus	Bovine rhinitis B virus	693066	None	NC_010354
Picornaviridae	Aphthovirus	Bovine rhinovirus 1	1606765	None	NC_034245
Picornaviridae	Aphthovirus	Equine rhinitis A virus	47000	None	NC_039209
Picornaviridae	Aphthovirus	Foot-and-mouth disease virus	12110	None	NC_039210
Picornaviridae	Aquamavirus	Aquamavirus A	1330066	None	NC_009891
Picornaviridae	Avihepatovirus	Avihepatovirus A	691956	None	NC_008250
Picornaviridae	Avisivirus	Avisivirus A	1511772	None	NC_038304
Picornaviridae	Avisivirus	Avisivirus B	1985982	None	NC_024766
Picornaviridae	Avisivirus	Avisivirus C	1985983	None	NC_024767
Picornaviridae	Avisivirus	Avisivirus Pf-CHK1/AsV	1766559	None	NC_028970
Picornaviridae	Cardiovirus	Cardiovirus A	1821749	None	NC_001479
Picornaviridae	Cardiovirus	Cardiovirus B	1821750	None	NC_001366,NC_010810,NC_009448,NC_010810,NC_009448
Picornaviridae	Cardiovirus	Cardiovirus C	1821751	None	NC_038305
Picornaviridae	Cosavirus	Cosavirus A	1330491	None	NC_012800
Picornaviridae	Cosavirus	Cosavirus B	2003649	None	NC_012801
Picornaviridae	Cosavirus	Cosavirus D	2003650	None	NC_012802
Picornaviridae	Cosavirus	Cosavirus E	2003651	None	NC_012798
Picornaviridae	Cosavirus	Cosavirus F	2003652	None	NC_034385
Picornaviridae	Cosavirus	Cosavirus JMY-2014	1582094	None	NC_025961
Picornaviridae	Cosavirus	Human cosavirus	1233383	None	NC_023984
Picornaviridae	Crohivirus	Crohivirus A	2169853	None	NC_025474
Picornaviridae	Dicipivirus	Cadicivirus A	1330068	None	NC_021178
Picornaviridae	Dicipivirus	Hedgehog dicipivirus	2041149	None	NC_040611
Picornaviridae	Enterovirus	Enterovirus A	138948	None	NC_038306,NC_001612,NC_038306
Picornaviridae	Enterovirus	Enterovirus AN12	1929150	None	NC_033695
Picornaviridae	Enterovirus	Enterovirus B	138949	None	NC_001472,NC_038307,NC_038307,NC_001472
Picornaviridae	Enterovirus	Enterovirus C	138950	None	NC_002058
Picornaviridae	Enterovirus	Enterovirus D	138951	None	NC_038308,NC_001430
Picornaviridae	Enterovirus	Enterovirus E	12064	None	NC_001859
Picornaviridae	Enterovirus	Enterovirus F	1330520	None	NC_021220,NC_008714,NC_021220
Picornaviridae	Enterovirus	Enterovirus G	106966	None	NC_004441
Picornaviridae	Enterovirus	Enterovirus H	310907	None	NC_038309
Picornaviridae	Enterovirus	Enterovirus I	2040663	None	NC_038310
Picornaviridae	Enterovirus	Enterovirus J	1330521	None	NC_010415,NC_013695
Picornaviridae	Enterovirus	Enterovirus K	2169884	None	NC_038989
Picornaviridae	Enterovirus	Enterovirus L	2169885	None	NC_029905
Picornaviridae	Enterovirus	Enterovirus goat/JL14	1849328	None	NC_034267
Picornaviridae	Enterovirus	Enterovirus sp.	47681	None	NC_024073
Picornaviridae	Enterovirus	Human enterovirus	1193974	None	NC_030454
Picornaviridae	Enterovirus	Rhinovirus A	147711	None	NC_038311,NC_001617,NC_038311
Picornaviridae	Enterovirus	Rhinovirus B	147712	None	NC_038312
Picornaviridae	Enterovirus	Rhinovirus C	463676	None	NC_038878
Picornaviridae	Enterovirus	Sichuan takin enterovirus	2220002	None	NC_037654
Picornaviridae	Enterovirus	Yak enterovirus	1604871	None	NC_029854
Picornaviridae	Erbovirus	Erbovirus A	312185	None	NC_003983
Picornaviridae	Gallivirus	Chicken gallivirus 1	1534550	None	NC_024770
Picornaviridae	Gallivirus	Gallivirus A	1511776	None	NC_018400
Picornaviridae	Gallivirus	Gallivirus Pf-CHK1/GV	1766557	None	NC_028964
Picornaviridae	Harkavirus	Harkavirus A	2003391	None	NC_026921
Picornaviridae	Hepatovirus	Bat hepatovirus	1745250	None	NC_028366
Picornaviridae	Hepatovirus	Hepatovirus A	12092	None	NC_001489
Picornaviridae	Hepatovirus	Hepatovirus B	1987123	None	NC_027818
Picornaviridae	Hepatovirus	Hepatovirus C	1987124	None	NC_038313
Picornaviridae	Hepatovirus	Hepatovirus D	1987125	None	NC_028363
Picornaviridae	Hepatovirus	Hepatovirus E	1987126	None	NC_038314
Picornaviridae	Hepatovirus	Hepatovirus F	1987127	None	NC_038315
Picornaviridae	Hepatovirus	Hepatovirus G	1987128	None	NC_038316
Picornaviridae	Hepatovirus	Hepatovirus H	1987129	None	NC_028365
Picornaviridae	Hepatovirus	Hepatovirus I	1987130	None	NC_028364
Picornaviridae	Hepatovirus	Tupaia hepatovirus A	1768064	None	NC_028981
Picornaviridae	Hunnivirus	Hunnivirus A	1431460	None	NC_018668
Picornaviridae	Hunnivirus	Norway rat hunnivirus	1562064	None	NC_025675
Picornaviridae	Kobuvirus	Aichivirus A	72149	None	NC_001918
Picornaviridae	Kobuvirus	Aichivirus B	194965	None	NC_004421
Picornaviridae	Kobuvirus	Aichivirus C	1298633	None	NC_016769,NC_011829,NC_027054
Picornaviridae	Kobuvirus	Aichivirus D	1897731	None	NC_027919
Picornaviridae	Kobuvirus	Aichivirus E	1986958	None	NC_039211
Picornaviridae	Kobuvirus	Aichivirus F	1986959	None	NC_043071
Picornaviridae	Kobuvirus	Canine kobuvirus	1836608	None	NC_034971
Picornaviridae	Kobuvirus	Caprine kobuvirus	1452516	None	NC_023422
Picornaviridae	Kobuvirus	Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN	1659219	None	NC_027918
Picornaviridae	Kobuvirus	Mouse kobuvirus M-5/USA/2010	1074213	None	NC_015936
Picornaviridae	Kunsagivirus	Bat kunsagivirus	1958775	None	NC_033818
Picornaviridae	Kunsagivirus	Kunsagivirus A	1755590	None	NC_038317
Picornaviridae	Kunsagivirus	Kunsagivirus C	2169966	None	NC_034206
Picornaviridae	Limnipivirus	Limnipivirus A	1914574	None	NC_018506
Picornaviridae	Limnipivirus	Limnipivirus B	1914575	None	NC_023162
Picornaviridae	Limnipivirus	Limnipivirus C	1914576	None	NC_039212
Picornaviridae	Megrivirus	Chicken megrivirus	1477515	None	NC_039235
Picornaviridae	Megrivirus	Duck megrivirus	1350001	None	NC_024120
Picornaviridae	Megrivirus	Goose megrivirus	1960206	None	NC_033793
Picornaviridae	Megrivirus	Megrivirus B	2170005	None	NC_038957
Picornaviridae	Megrivirus	Megrivirus D	2170007	None	NC_034617
Picornaviridae	Megrivirus	Megrivirus E	2170008	None	NC_039004
Picornaviridae	Megrivirus	Melegrivirus A	1330070	None	NC_021201,NC_023858
Picornaviridae	Mischivirus	Mischivirus A	1511779	None	NC_034381
Picornaviridae	Mischivirus	Mischivirus B	2003498	None	NC_043072
Picornaviridae	Mischivirus	Mischivirus C	2003499	None	NC_026470
Picornaviridae	Mosavirus	Mosavirus A	1481452	None	NC_023987,NC_038318,NC_038318,NC_023987
Picornaviridae	Oscivirus	Oscivirus A	1511781	None	NC_014413,NC_014412
Picornaviridae	Parechovirus	Parechovirus A	1803956	None	NC_038319,NC_038319,NC_001897
Picornaviridae	Parechovirus	Parechovirus B	1803957	None	NC_003976
Picornaviridae	Parechovirus	Parechovirus C	2031165	None	NC_021482
Picornaviridae	Parechovirus	Parechovirus D	2031166	None	NC_034453
Picornaviridae	Pasivirus	Pasivirus A	1511783	None	NC_018226
Picornaviridae	Passerivirus	Passerivirus A	1511803	None	NC_014411
Picornaviridae	Passerivirus	Passerivirus sp.	2065211	None	NC_036588
Picornaviridae	Potamipivirus	Potamipivirus A	1914568	None	NC_022332
Picornaviridae	Rabovirus	Rabovirus A	1603962	None	NC_026314
Picornaviridae	Rafivirus	Rafivirus B	2560699	None	NC_043544
Picornaviridae	Rosavirus	Rosavirus A	1511805	None	NC_024070,NC_038880,NC_038880,NC_024070
Picornaviridae	Rosavirus	Rosavirus B	1902501	None	NC_031105
Picornaviridae	Rosavirus	Rosavirus C	1902502	None	NC_031106
Picornaviridae	Sakobuvirus	Sakobuvirus A	1659771	None	NC_022802
Picornaviridae	Salivirus	Salivirus A	1330524	None	NC_012957,NC_012986
Picornaviridae	Salivirus	Salivirus FHB	1547495	None	NC_025114
Picornaviridae	Sapelovirus	Avian sapelovirus	686983	None	NC_006553
Picornaviridae	Sapelovirus	Bat sapelovirus	1958777	None	NC_033820
Picornaviridae	Sapelovirus	Marmot sapelovirus 1	2161803	None	NC_040605
Picornaviridae	Sapelovirus	Sapelovirus A	686984	None	NC_003987
Picornaviridae	Sapelovirus	Sapelovirus B	686985	None	NC_004451
Picornaviridae	Senecavirus	Senecavirus A	390157	None	NC_011349
Picornaviridae	Shanbavirus	Shanbavirus A	2170191	None	NC_038961
Picornaviridae	Sicinivirus	Chicken sicinivirus JSY	1746030	None	NC_028380
Picornaviridae	Sicinivirus	Sicinivirus A	1755588	None	NC_023861
Picornaviridae	Teschovirus	Teschovirus A	118140	None	NC_003985
Picornaviridae	Torchivirus	Torchivirus A	2025079	None	NC_025890
Picornaviridae	Tremovirus	Tremovirus A	70796	None	NC_003990
Pneumoviridae	unknown	Canine pneumovirus	1408279	None	NC_025344
Pneumoviridae	unknown	Respiratory syncytial virus	12814	None	NC_001803
Pneumoviridae	Metapneumovirus	Avian metapneumovirus	38525	None	NC_039231
Pneumoviridae	Metapneumovirus	Human metapneumovirus	162145	None	NC_039199
Pneumoviridae	Orthopneumovirus	Bovine orthopneumovirus	11246	None	NC_038272
Pneumoviridae	Orthopneumovirus	Human orthopneumovirus	11250	None	NC_001781,NC_038235
Pneumoviridae	Orthopneumovirus	Murine orthopneumovirus	11263	None	NC_006579,NC_006579,NC_025344
Polyomaviridae	unknown	African green monkey polyomavirus	12480	None	NC_004763
Polyomaviridae	unknown	Bat polyomavirus	1221637	None	NC_040600
Polyomaviridae	unknown	Bat polyomavirus 6d	1623686	None	NC_026766
Polyomaviridae	unknown	Bos taurus polyomavirus 1	1891754	None	NC_001442
Polyomaviridae	unknown	Bovine polyomavirus 2	1578134	None	NC_025811
Polyomaviridae	unknown	Bovine polyomavirus 3	1561705	None	NC_025800
Polyomaviridae	unknown	Centropristis striata polyomavirus 1	1891755	None	NC_025790
Polyomaviridae	unknown	Chaerephon polyomavirus 1	1276181	None	NC_020065
Polyomaviridae	unknown	Delphinus delphis polyomavirus 1	1891756	None	NC_025899
Polyomaviridae	unknown	Giant panda polyomavirus	2016463	None	NC_035181
Polyomaviridae	unknown	Glis glis polyomavirus 1	2170404	None	NC_040821
Polyomaviridae	unknown	LI polyomavirus	1965344	None	NC_034253
Polyomaviridae	unknown	Marbled eel polyomavirus	1662286	None	NC_030148
Polyomaviridae	unknown	Myocastor coypus polyomavirus 1	2304056	None	NC_040573
Polyomaviridae	unknown	Pan troglodytes troglodytes polyomavirus 1	1236400	None	NC_027532
Polyomaviridae	unknown	Panthera leo polyomavirus 1	2170405	None	NC_040822
Polyomaviridae	unknown	Philantomba monticola polyomavirus 1	2170411	None	NC_040705
Polyomaviridae	unknown	Polyomavirus sp.	36362	None	NC_031757
Polyomaviridae	unknown	Pomona leaf-nosed bat associated polyomavirus	1885565	None	NC_033737
Polyomaviridae	unknown	Porcine polyomavirus	2126099	None	NC_040714
Polyomaviridae	unknown	Potamochoerus porcus polyomavirus 1	2170410	None	NC_040634
Polyomaviridae	unknown	Raccoon-associated polyomavirus 2	1978920	None	NC_034378
Polyomaviridae	unknown	Rhinolophus blasii polyomavirus 2	2029303	None	NC_040538
Polyomaviridae	unknown	Rhinolophus hildebrandtii polyomavirus 1	1904410	None	NC_034218
Polyomaviridae	unknown	Rhinolophus simulator polyomavirus 1	2029304	None	NC_040607
Polyomaviridae	unknown	Rhinolophus simulator polyomavirus 2	2029305	None	NC_040676
Polyomaviridae	unknown	Rhinolophus simulator polyomavirus 3	2029306	None	NC_040677
Polyomaviridae	unknown	Rhynchobatus djiddensis polyomavirus 1	2170102	None	NC_026244
Polyomaviridae	unknown	Sea otter polyomavirus 1	1552409	None	NC_025259
Polyomaviridae	unknown	Sheep polyomavirus 1	1634381	None	NC_026942
Polyomaviridae	unknown	Simian virus 12	46771	None	NC_007611
Polyomaviridae	unknown	Sparus aurata polyomavirus 1	1885927	None	NC_030838
Polyomaviridae	unknown	Sus scrofa polyomavirus 1	1680894	None	NC_040598
Polyomaviridae	unknown	Tadarida brasiliensis polyomavirus 1	1588048	None	NC_026012
Polyomaviridae	unknown	Tadarida brasiliensis polyomavirus 2	1588049	None	NC_026015
Polyomaviridae	unknown	Trematomus bernacchii polyomavirus 1	2218588	None	NC_040638
Polyomaviridae	unknown	Trematomus pennellii polyomavirus 1	2170103	None	NC_026944
Polyomaviridae	unknown	Tupaia glis polyomavirus 1	2170402	None	NC_040566
Polyomaviridae	Alphapolyomavirus	Acerodon celebensis polyomavirus 1	1891717	None	NC_038554
Polyomaviridae	Alphapolyomavirus	Artibeus planirostris polyomavirus 2	1606498	None	NC_038555
Polyomaviridae	Alphapolyomavirus	Artibeus planirostris polyomavirus 3	1606499	None	NC_038556
Polyomaviridae	Alphapolyomavirus	Ateles paniscus polyomavirus 1	1236391	None	NC_019853
Polyomaviridae	Alphapolyomavirus	Cardioderma cor polyomavirus 1	1891718	None	NC_020067
Polyomaviridae	Alphapolyomavirus	Carollia perspicillata polyomavirus 1	1606502	None	NC_028120
Polyomaviridae	Alphapolyomavirus	Chlorocebus pygerythrus polyomavirus 1	1891719	None	NC_019844
Polyomaviridae	Alphapolyomavirus	Chlorocebus pygerythrus polyomavirus 3	1891720	None	NC_025898
Polyomaviridae	Alphapolyomavirus	Dobsonia moluccensis polyomavirus 1	1891721	None	NC_026768
Polyomaviridae	Alphapolyomavirus	Eidolon helvum polyomavirus 1	1891722	None	NC_020068
Polyomaviridae	Alphapolyomavirus	Gorilla gorilla polyomavirus 1	1891725	None	NC_025380
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 12	1303334	None	NC_020890
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 13	1891728	None	NC_024118
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 5	1891726	None	NC_010277
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 8	1891727	None	NC_014361
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 9	943908	None	NC_015150
Polyomaviridae	Alphapolyomavirus	Macaca fascicularis polyomavirus 1	1236398	None	NC_019851
Polyomaviridae	Alphapolyomavirus	Mesocricetus auratus polyomavirus 1	1891729	None	NC_001663
Polyomaviridae	Alphapolyomavirus	Miniopterus schreibersii polyomavirus 1	1904408	None	NC_034220
Polyomaviridae	Alphapolyomavirus	Miniopterus schreibersii polyomavirus 2	1904409	None	NC_034221
Polyomaviridae	Alphapolyomavirus	Molossus molossus polyomavirus 1	1606504	None	NC_028123
Polyomaviridae	Alphapolyomavirus	Mus musculus polyomavirus 1	1891730	None	NC_001515
Polyomaviridae	Alphapolyomavirus	Otomops martiensseni polyomavirus 1	1891731	None	NC_020071
Polyomaviridae	Alphapolyomavirus	Otomops martiensseni polyomavirus 2	1891732	None	NC_020066
Polyomaviridae	Alphapolyomavirus	Pan troglodytes polyomavirus 1	1891733	None	NC_014743
Polyomaviridae	Alphapolyomavirus	Pan troglodytes polyomavirus 2	1891734	None	NC_025368
Polyomaviridae	Alphapolyomavirus	Pan troglodytes polyomavirus 3	1891735	None	NC_025370
Polyomaviridae	Alphapolyomavirus	Pan troglodytes polyomavirus 4	1891736	None	NC_019855
Polyomaviridae	Alphapolyomavirus	Pan troglodytes polyomavirus 5	1891737	None	NC_019856
Polyomaviridae	Alphapolyomavirus	Pan troglodytes polyomavirus 6	1891738	None	NC_019857
Polyomaviridae	Alphapolyomavirus	Pan troglodytes polyomavirus 7	1891739	None	NC_019858
Polyomaviridae	Alphapolyomavirus	Papio cynocephalus polyomavirus 1	1891740	None	NC_025894
Polyomaviridae	Alphapolyomavirus	Piliocolobus badius polyomavirus 1	1236405	None	NC_039051
Polyomaviridae	Alphapolyomavirus	Piliocolobus rufomitratus polyomavirus 1	1236407	None	NC_019850
Polyomaviridae	Alphapolyomavirus	Pongo abelii polyomavirus 1	1891741	None	NC_028127
Polyomaviridae	Alphapolyomavirus	Pongo pygmaeus polyomavirus 1	1236409	None	NC_013439
Polyomaviridae	Alphapolyomavirus	Procyon lotor polyomavirus 1	1891742	None	NC_023845
Polyomaviridae	Alphapolyomavirus	Pteropus vampyrus polyomavirus 1	1891743	None	NC_026767
Polyomaviridae	Alphapolyomavirus	Rattus norvegicus polyomavirus 1	1679933	None	NC_027531
Polyomaviridae	Alphapolyomavirus	Sturnira lilium polyomavirus 1	1606500	None	NC_038557
Polyomaviridae	Betapolyomavirus	Acerodon celebensis polyomavirus 2	1891757	None	NC_026762
Polyomaviridae	Betapolyomavirus	Artibeus planirostris polyomavirus 1	1606497	None	NC_038558
Polyomaviridae	Betapolyomavirus	Canis familiaris polyomavirus 1	1980633	None	NC_034456
Polyomaviridae	Betapolyomavirus	Cebus albifrons polyomavirus 1	1236392	None	NC_019854
Polyomaviridae	Betapolyomavirus	Cercopithecus erythrotis polyomavirus 1	1236395	None	NC_025892
Polyomaviridae	Betapolyomavirus	Chlorocebus pygerythrus polyomavirus 2	1891758	None	NC_025896
Polyomaviridae	Betapolyomavirus	Desmodus rotundus polyomavirus 1	1606503	None	NC_028122
Polyomaviridae	Betapolyomavirus	Dobsonia moluccensis polyomavirus 2	1891759	None	NC_026770
