name	N1	N2	N3	N4	N5	N6	N7	N8	N9
N1-u1-g1	0.10204621160048644	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g2	0.056680590070322	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g3	0.7155924496378152	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g4	0.04874953735525829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g1	0.0	0.02791853905727125	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g2	0.0	0.8035185008126972	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g3	0.0	0.0410173056697581	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g4	0.0	0.8082512668515155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g5	0.0	0.7064728941581413	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g6	0.0	0.01730566975810307	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g1	0.0	0.0	0.10526315789473684	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g2	0.0	0.0	0.09844054580896686	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g3	0.0	0.0	0.21539961013645223	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g4	0.0	0.0	0.5370370370370371	0.0	0.0	0.0	0.0	0.0	0.0
N4-u1-g1	0.0	0.0	0.0	0.5721649484536082	0.0	0.0	0.0	0.0	0.0
N4-u1-g2	0.0	0.0	0.0	0.38144329896907214	0.0	0.0	0.0	0.0	0.0
N4-u1-g3	0.0	0.0	0.0	0.1134020618556701	0.0	0.0	0.0	0.0	0.0
N4-u1-g4	0.0	0.0	0.0	0.07216494845360824	0.0	0.0	0.0	0.0	0.0
N5-u1-g1	0.0	0.0	0.0	0.0	0.21937321937321938	0.0	0.0	0.0	0.0
N5-u1-g2	5.287368476709142e-05	0.0	0.0	0.0	0.2706552706552707	0.0	0.0	0.005235602094240838	0.0
N5-u1-g3	5.287368476709142e-05	0.0	0.0	0.0	0.7065527065527065	0.0	0.0	0.008726003490401396	0.0
N6-u1-g1	0.0	0.0	0.0	0.0	0.0	0.054184549356223174	0.0	0.0005817335660267597	0.0
N6-u1-g2	0.0	0.0	0.0	0.0	0.0	0.1405579399141631	0.0	0.0	0.0
N6-u1-g3	0.0	0.0	0.0	0.0	0.0	0.21566523605150215	0.0	0.0005817335660267597	0.0
N6-u1-g4	0.0	0.0	0.0	0.0	0.0	0.05686695278969957	0.0	0.0	0.0
N6-u1-g5	0.0	0.0	0.0	0.0	0.0	0.15987124463519314	0.0	0.0	0.0
N6-u1-g6	0.0	0.0	0.0	0.0	0.0	0.3395922746781116	0.0	0.0	0.0
N6-u1-g7	0.0	0.0	0.0	0.0	0.0	0.053111587982832616	0.0	0.0	0.0
N7-u1-g1	0.0	0.0	0.0	0.0	0.0	0.0	0.22469982847341338	0.0	0.0
N7-u1-g2	0.0	0.0	0.0	0.0	0.0	0.0	0.5077186963979416	0.0	0.0
N7-u1-g3	0.0	0.0	0.0	0.0	0.0	0.0	0.24871355060034306	0.0	0.0
N7-u1-g4	0.0	0.0	0.0	0.0	0.0	0.0	0.6209262435677531	0.0	0.0
N8-u1-g1	0.0	0.0	0.0	0.0	0.002849002849002849	0.0	0.0	0.6695753344968005	0.0
N8-u1-g2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15241419429901104	0.0
N8-u1-g3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09656777196044211	0.0
N8-u1-g4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0564281559045957	0.0
N9-u1-g1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7504288164665524
N9-u1-g2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14065180102915953
N9-u1-g3	0.0	0.0	0.0	0.0	0.0	0.000536480686695279	0.0	0.0	0.12006861063464837
